基因	变异分类	肿瘤类型	亚型	变异等级	证据来源	证据等级	证据类型	临床意义类别	治疗方案	方案描述	文献号	版本号
KRAS	KRAS exon 2/3/4 mutation	结直肠癌		I	NCCN	A级	治疗	耐药	西妥昔单抗	NCCN结肠癌指南提示，携带有KRAS突变(外显子2、3、4)或NRAS突变(外显子2、3、4)的结直肠癌患者不应该接受西妥昔单抗或Panitumumab的治疗。	NCCN Guidelines Colon Cancer	Version 1.2022
KRAS	KRAS exon 2/3/4 mutation	结直肠癌		I	FDA	A级	治疗	耐药	西妥昔单抗	FDA禁止西妥昔单抗用于治疗携带RAS突变或RAS突变未知的结直肠癌患者，RAS突变代表KRAS或NRAS的外显子2(密码子12和13)、外显子3(密码子59和61)和外显子4(密码子117和146)体细胞突变。		
KRAS	KRAS exon 2/3/4 mutation	结直肠癌		I	NCCN	A级	治疗	耐药	Panitumumab	NCCN结肠癌指南提示，携带有KRAS突变(外显子2、3、4)或NRAS突变(外显子2、3、4)的结直肠癌患者不应该接受西妥昔单抗或Panitumumab的治疗。	NCCN Guidelines Colon Cancer	Version 1.2022
KRAS	KRAS exon 2/3/4 mutation	结直肠癌		I	FDA	A级	治疗	耐药	Panitumumab	FDA禁止Panitumumab用于治疗携带RAS突变或RAS突变未知的结直肠癌患者，RAS突变代表KRAS或NRAS的外显子2(密码子12和13)、外显子3(密码子59和61)和外显子4(密码子117和146)体细胞突变。		
NRAS	NRAS exon 2/3/4 mutation	结直肠癌		I	NCCN	A级	治疗	耐药	西妥昔单抗	NCCN结肠癌指南提示，携带有KRAS突变(外显子2、3、4)或NRAS突变(外显子2、3、4)的结直肠癌患者不应该接受西妥昔单抗或Panitumumab的治疗。	NCCN Guidelines Colon Cancer	Version 1.2022
NRAS	NRAS exon 2/3/4 mutation	结直肠癌		I	FDA	A级	治疗	耐药	西妥昔单抗	FDA禁止西妥昔单抗用于治疗携带RAS突变或RAS突变未知的结直肠癌患者，RAS突变代表KRAS或NRAS的外显子2(密码子12和13)、外显子3(密码子59和61)和外显子4(密码子117和146)体细胞突变。		
NRAS	NRAS exon 2/3/4 mutation	结直肠癌		I	NCCN	A级	治疗	耐药	Panitumumab	NCCN结肠癌指南提示，携带有KRAS突变(外显子2、3、4)或NRAS突变(外显子2、3、4)的结直肠癌患者不应该接受西妥昔单抗或Panitumumab的治疗。	NCCN Guidelines Colon Cancer	Version 1.2022
NRAS	NRAS exon 2/3/4 mutation	结直肠癌		I	FDA	A级	治疗	耐药	Panitumumab	FDA禁止Panitumumab用于治疗携带RAS突变或RAS突变未知的结直肠癌患者，RAS突变代表KRAS或NRAS的外显子2(密码子12和13)、外显子3(密码子59和61)和外显子4(密码子117和146)体细胞突变。		
KRAS/NRAS/BRAF	KRAS/NRAS/BRAF WT	结直肠癌		I	NCCN	A级	治疗	敏感	西妥昔单抗	NCCN结直肠癌指南提示，KRAS/NRAS/BRAF野生型（未发生突变）的结直肠癌患者适用于西妥昔单抗或者帕尼单抗。	NCCN Guidelines Colon Cancer	Version 1.2022
KRAS/NRAS/BRAF	KRAS/NRAS/BRAF WT	结直肠癌		I	CSCO	A级	治疗	敏感	西妥昔单抗	CSCO结直肠癌诊疗指南提示，FOLFOX/FOFIRI方案+西妥昔单抗可联合用于RAS和BRAF基因均野生型的初始不可切除转移性结直肠癌的治疗（原发灶位于左侧结直肠癌）（I级推荐）。	CSCO非小细胞肺癌诊疗指南	2022
KRAS/NRAS/BRAF	KRAS/NRAS/BRAF WT	结直肠癌		I	FDA	A级	治疗	敏感	西妥昔单抗	FDA批准西妥昔单抗：1.与FOLFIRI方案联合用于KRAS基因野生型,EGFR表达的转移性结直肠癌一线治疗；2.西妥昔单抗与伊立替康联合用于经含伊立替康治疗失败后的KRAS基因野生型,EGFR表达的转移性结直肠癌患者；3.西妥昔单抗可作为单药用于奥沙利铂和伊立替康化疗失败或伊立替康不耐受的KRAS基因野生型,EGFR表达的转移性结直肠癌。		
KRAS/NRAS/BRAF	KRAS/NRAS/BRAF WT	结直肠癌		I	NMPA	A级	治疗	敏感	西妥昔单抗	NMPA批准西妥昔单抗与FOLFOX或FOFIRI方案联合用于RAS基因野生型的转移性结直肠癌一线治疗；或与伊立替康联合用于经含伊立替康治疗失败后的RAS基因野生型的转移性结直肠癌患者。				
KRAS/NRAS/BRAF	KRAS/NRAS/BRAF WT	结直肠癌		I	NCCN	A级	治疗	敏感	Panitumumab	NCCN结直肠癌指南提示，KRAS/NRAS/BRAF野生型（未发生突变）的结直肠癌患者适用于西妥昔单抗或者Panitumumab。	NCCN Guidelines Colon Cancer	Version 1.2022
KRAS/NRAS/BRAF	KRAS/NRAS/BRAF WT	结直肠癌		I	FDA	A级	治疗	敏感	Panitumumab	FDA批准Panitumumab与FOLFOX联合用于治疗RAS野生型(KRAS和NRAS野生型)的转移性结直肠癌(mCRC)的一线治疗；Panitumumab作为单药用于既往接受含氟嘧啶、奥沙利铂和伊立替康化疗后疾病进展的RAS野生型的转移性结直肠癌(mCRC)的治疗。		
BRAF	BRAF V600E	结直肠癌		I	NCCN	A级	治疗	敏感	西妥昔单抗+encorafenib	NCCN结直肠癌指南提示，encorafenib联合西妥昔单抗/Panitumumab用于携带BRAF V600E突变的转移性结直肠癌(CRC)患者的治疗。	NCCN Guidelines Colon Cancer	Version 1.2022
BRAF	BRAF V600E	结直肠癌		I	FDA	A级	治疗	敏感	西妥昔单抗+encorafenib	FDA批准西妥昔单抗联合encorafenib用于携带BRAF V600E突变的成人转移性结直肠癌(CRC)患者的治疗。		
BRAF	BRAF V600E	结直肠癌		I	NCCN	A级	治疗	敏感	Panitumumab+encorafenib	NCCN结直肠癌指南提示，encorafenib联合西妥昔单抗/Panitumumab用于携带BRAF V600E突变的转移性结直肠癌(CRC)患者的治疗。	NCCN Guidelines Colon Cancer	Version 1.2022
ERBB2	ERBB2 amplification	结直肠癌		I	NCCN	A级	治疗	敏感	曲妥珠单抗+帕妥珠单抗	NCCN结直肠癌指南提示，曲妥珠单抗+帕妥珠单抗可用于HER2扩增且RAS和BRAF野生型的既往接受奥沙利铂和伊立替康治疗转移性结直肠癌患者。	NCCN Guidelines Colon Cancer	Version 1.2022
ERBB2	ERBB2 amplification	结直肠癌		I	NCCN	A级	治疗	敏感	曲妥珠单抗+拉帕替尼	NCCN结直肠癌指南提示，曲妥珠单抗+拉帕替尼可用于HER2扩增且RAS和BRAF野生型的转移性结直肠癌患者。	NCCN Guidelines Colon Cancer	Version 1.2022
ERBB2	ERBB2 amplification	结直肠癌		I	NCCN	A级	治疗	敏感	fam-trastuzumab deruxtecan-nxki	NCCN结直肠癌指南提示，fam-trastuzumab deruxtecan-nxki可用于HER2扩增且RAS和BRAF野生型的转移性结直肠癌患者。	NCCN Guidelines Colon Cancer	Version 1.2022
BRCA1	BRCA Mutation (germline)	乳腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN乳腺癌指南提示，奥拉帕利可用于BRCA1/2胚系突变的乳腺癌患者。	NCCN Guidelines Breast Cancer	Version 3.2022
BRCA2	BRCA Mutation (germline)	乳腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN乳腺癌指南提示，奥拉帕利可用于BRCA1/2胚系突变的乳腺癌患者。	NCCN Guidelines Breast Cancer	Version 3.2022
BRCA1	BRCA Mutation (germline)	乳腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于:1.已接受新辅助或辅助化疗的携带有害或疑似有害gBRCAm人表皮生长因子受体2 (HER2)阴性高危早期乳腺癌成人患者的辅助治疗；2.用于治疗携带有害或疑似有害胚系BRCA突变(gBRCAm)且HER2(ERBB2)阴性的转移性乳腺癌成人患者，这些患者既往在新辅助，辅助或转移性治疗中接受过相关化疗,激素受体（HR）阳性且接受过内分泌治疗或被认为不适合内分泌治疗。		
BRCA2	BRCA Mutation (germline)	乳腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于:1.已接受新辅助或辅助化疗的携带有害或疑似有害gBRCAm人表皮生长因子受体2 (HER2)阴性高危早期乳腺癌成人患者的辅助治疗；2.用于治疗携带有害或疑似有害胚系BRCA突变(gBRCAm)且HER2(ERBB2)阴性的转移性乳腺癌成人患者，这些患者既往在新辅助，辅助或转移性治疗中接受过相关化疗,激素受体（HR）阳性且接受过内分泌治疗或被认为不适合内分泌治疗。		
BRCA1	BRCA Mutation (germline)	乳腺癌		I	NCCN	A级	治疗	敏感	Talazoparib	NCCN乳腺癌指南提示，Talazoparib可用于BRCA1/2胚系突变的乳腺癌患者。	NCCN Guidelines Breast Cancer	Version 3.2022
BRCA2	BRCA Mutation (germline)	乳腺癌		I	NCCN	A级	治疗	敏感	Talazoparib	NCCN乳腺癌指南提示，Talazoparib可用于BRCA1/2胚系突变的乳腺癌患者。	NCCN Guidelines Breast Cancer	Version 3.2022
BRCA1	BRCA Mutation (germline)	乳腺癌		I	FDA	A级	治疗	敏感	Talazoparib	Talazoparib是一种PARP抑制剂，FDA批准Talazoparib用于治疗携带有害或疑似有害胚系BRCA突变(gBRCAm)HER2阴性的局部晚期或转移性乳腺癌的成年患者。		
BRCA2	BRCA Mutation (germline)	乳腺癌		I	FDA	A级	治疗	敏感	Talazoparib	Talazoparib是一种PARP抑制剂，FDA批准Talazoparib用于治疗携带有害或疑似有害胚系BRCA突变(gBRCAm)HER2阴性的局部晚期或转移性乳腺癌的成年患者。		
PIK3CA	PIK3CA activating Mutation	乳腺癌		I	NCCN	A级	治疗	敏感	Alpelisib+氟维司群	NCCN乳腺癌指南提示，Alpelisib+氟维司群联合治疗可用于携带PIK3CA激活突变的HR阳性HER2阴性的二线治疗。	NCCN Guidelines Breast Cancer	Version 3.2022
PIK3CA	PIK3CA activating Mutation	乳腺癌		I	FDA	A级	治疗	敏感	Alpelisib+氟维司群	Alpelisib是一种激酶抑制剂，FDA批准Alpelisib与氟维司群联合治疗用于治疗激素受体(HR)阳性、人表皮生长因子受体2 (HER2)阴性携带PIK3CA突变在内分泌治疗方案进展或之后绝经后的女性和男性晚期或转移性乳腺癌。		
ERBB2	ERBB2 amplification	乳腺癌		I	NCCN	A级	治疗	敏感	帕妥珠单抗+曲妥珠单抗+紫杉醇	NCCN乳腺癌指南提示，ERBB2（HER2）阳性的乳腺癌患者一线治疗可选择帕妥珠单抗+曲妥珠单抗+紫杉醇或帕妥珠单抗+曲妥珠单抗+多西紫杉醇进行治疗。	NCCN Guidelines Breast Cancer	Version 3.2022
ERBB2	ERBB2 amplification	乳腺癌		I	NCCN	A级	治疗	敏感	帕妥珠单抗+曲妥珠单抗+多西紫杉醇	NCCN乳腺癌指南提示，ERBB2（HER2）阳性的乳腺癌患者一线治疗可选择帕妥珠单抗+曲妥珠单抗+紫杉醇或帕妥珠单抗+曲妥珠单抗+多西紫杉醇进行治疗	NCCN Guidelines Breast Cancer	Version 3.2022
BRCA1	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NCCN	A级	治疗	敏感	贝伐珠单抗+奥拉帕利	NCCN卵巢癌包括输卵管癌和原发性腹膜癌指南提示，贝伐珠单抗+奥拉帕利联合可用于携带BRCA突变且对一线铂基化疗有完全或部分反应的晚期上皮性卵巢癌、输卵管癌或原发性腹膜癌成年患者的维持治疗。	NCCN Guidelines Ovarian Cancer/Fallopian Tube Cancer/Primary Peritoneal Cancer	Version 1.2022
BRCA1	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	FDA	A级	治疗	敏感	贝伐珠单抗+奥拉帕利	FDA批准奥拉帕利联合贝伐单抗用于同源重组缺陷(HRD)阳性（阳性状态定义为:有害或疑似有害BRCA突变和/或基因组不稳定），对一线铂基化疗有完全或部分反应的成年晚期卵巢上皮性、输卵管或原发性腹膜癌患者的维持治疗。		
BRCA1	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN卵巢癌包括输卵管癌和原发性腹膜癌指南提示， 1.奥拉帕利用于对一线铂基化疗完全或部分缓解的具有有害或疑似有害胚系或体细胞BRCA突变的晚期卵巢、输卵管或原发性腹膜癌成人患者的维持治疗；2.奥拉帕利可用于已完成两种或两种以上铂类基础治疗的铂敏感疾病患者(首选BRCA突变患者)的上皮性卵巢癌、输卵管癌或原发性腹膜癌持续性或疾病复发的治疗。	NCCN Guidelines Ovarian Cancer/Fallopian Tube Cancer/Primary Peritoneal Cancer	Version 1.2022
BRCA1	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于:1)对一线铂基化疗完全或部分缓解的具有有害或疑似有害胚系或体细胞BRCA突变的晚期卵巢、输卵管或原发性腹膜癌成人患者的维持治疗；2)用于治疗携带有害或疑似有害BRCA胚系突变(gBRCAm)曾接受过三种或三种以上的化疗的晚期卵巢癌的成人患者;3)对铂类化疗有完全或部分反应的复发上皮性卵巢癌成人患者的维持治疗;4)与贝伐珠单抗(bevacizumab)联合用于对一线铂类化疗有完全或部分反应的晚期上皮性卵巢癌成人患者的维持治疗，且这些患者同源重组缺陷(HRD)状态为阳性。HRD 阳性具体定义为：(1) 携带有害或疑似有害的 BRCA 基因突变，和/或；(2)基因组不稳定		
BRCA1	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NMPA	A级	治疗	敏感	奥拉帕利	NMPA批准奥拉帕利用于对一线铂类化疗有完全或部分反应，携带有害或疑似有害 BRCA 胚系或体细胞突变的晚期上皮性卵巢癌成人患者的维持治疗。		
BRCA1	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NCCN	A级	治疗	敏感	尼拉帕利	NCCN卵巢癌包括输卵管癌和原发性腹膜癌指南提示， 1.尼拉帕利可用于对一线铂基化疗完全或部分缓解的具有有害或疑似有害胚系或体细胞BRCA突变的晚期卵巢、输卵管或原发性腹膜癌成人患者的维持治疗；2.尼拉帕利可用于已完成两种或两种以上铂类基础治疗的铂敏感疾病患者(首选BRCA突变患者)的上皮性卵巢、输卵管或原发性腹膜癌持续性或疾病复发的治疗。	NCCN Guidelines Ovarian Cancer/Fallopian Tube Cancer/Primary Peritoneal Cancer	Version 1.2022
BRCA1	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	FDA	A级	治疗	敏感	尼拉帕利	FDA批准尼拉帕利用于:1)对一线铂基化疗完全或部分缓解的具有有害或疑似有害胚系或体细胞BRCA突变的晚期卵巢、输卵管或原发性腹膜癌成人患者的维持治疗；2）用于成人复发性上皮性卵巢癌、输卵管或原发性腹膜癌对铂基化疗有完全或部分应答的维持治疗；3）治疗晚期卵巢癌成人患者，这些患者先前接受过三种或三种以上化疗方案且同源重组缺陷(HRD)阳性。HRD 阳性定义为：1.携带有害或疑似有害的 BRCA 突变和/或存在基因组不稳定且对最后一次铂类化疗有反应后疾病进展超过六个月。		
BRCA1	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NCCN	A级	治疗	敏感	rucaparib	NCCN卵巢癌包括输卵管癌和原发性腹膜癌指南提示，rucaparib可用于对铂基化疗有完全或部分反应的复发性上皮性卵巢、输卵管或原发性腹膜癌的成人患者的维持治疗；可用于治疗具有有害BRCA突变(胚系和/或体细胞)的曾接受过两次或两次以上的化疗上皮性卵巢、输卵管或原发性腹膜癌的成人患者。	NCCN Guidelines Ovarian Cancer/Fallopian Tube Cancer/Primary Peritoneal Cancer	Version 1.2022
BRCA1	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	FDA	A级	治疗	敏感	rucaparib	FDA批准rucaparib用于：1）对铂基化疗有完全或部分反应的复发性上皮性卵巢、输卵管或原发性腹膜癌的成人患者的维持治疗；2）用于治疗具有有害BRCA突变(胚系和/或体细胞)的上皮性卵巢、输卵管或原发性腹膜癌的成人患者，这些患者曾接受过两次或两次以上的化疗。		
BRCA1	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NMPA	A级	治疗	敏感	氟唑帕利	NMPA批准氟唑帕利：1.用于治疗既往经过二线及以上化疗的伴有胚系BRCA突变(gBRCAm)的铂敏感复发性卵巢癌、输卵管癌或原发性腹膜癌；2.用于铂敏感复发性上皮性卵巢癌、输卵管癌或原发性腹膜癌成人患者在含铂化疗达到完全缓解或部分缓解后的维持治疗。		
BRCA1	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NMPA	A级	治疗	敏感	帕米帕利	NMPA批准帕米帕利用于既往经过二线及以上化疗的伴有胚系BRCA(gBRCA)突变的复发性晚期卵巢癌、输卵管癌或原发性腹膜癌患者的治疗。		
BRCA2	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NCCN	A级	治疗	敏感	贝伐珠单抗+奥拉帕利	NCCN卵巢癌包括输卵管癌和原发性腹膜癌指南提示，贝伐珠单抗+奥拉帕利联合可用于携带BRCA突变以对一线铂基化疗有完全或部分反应的成年晚期卵巢上皮性、输卵管或原发性腹膜癌患者的维持治疗。	NCCN Guidelines Ovarian Cancer/Fallopian Tube Cancer/Primary Peritoneal Cancer	Version 1.2022
BRCA2	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN卵巢癌包括输卵管癌和原发性腹膜癌指南提示， 1.奥拉帕利用于对一线铂基化疗完全或部分缓解的具有有害或疑似有害胚系或体细胞BRCA突变的晚期卵巢、输卵管或原发性腹膜癌成人患者的维持治疗；2.奥拉帕利可用于已完成两种或两种以上铂类基础治疗的铂敏感疾病患者(首选BRCA突变患者)的上皮性卵巢癌、输卵管癌或原发性腹膜癌持续性或疾病复发的治疗。	NCCN Guidelines Ovarian Cancer/Fallopian Tube Cancer/Primary Peritoneal Cancer	Version 1.2022
BRCA2	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NCCN	A级	治疗	敏感	尼拉帕利	NCCN卵巢癌包括输卵管癌和原发性腹膜癌指南提示， 1.尼拉帕利可用于对一线铂基化疗完全或部分缓解的具有有害或疑似有害胚系或体细胞BRCA突变的晚期卵巢、输卵管或原发性腹膜癌成人患者的维持治疗；2.尼拉帕利可用于已完成两种或两种以上铂类基础治疗的铂敏感疾病患者(首选BRCA突变患者)的上皮性卵巢、输卵管或原发性腹膜癌持续性或疾病复发的治疗。	NCCN Guidelines Ovarian Cancer/Fallopian Tube Cancer/Primary Peritoneal Cancer	Version 1.2022
BRCA2	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NCCN	A级	治疗	敏感	rucaparib	NCCN卵巢癌包括输卵管癌和原发性腹膜癌指南提示，rucaparib可用于对铂基化疗有完全或部分反应的复发性上皮性卵巢、输卵管或原发性腹膜癌的成人患者的维持治疗；可用于治疗具有有害BRCA突变(胚系和/或体细胞)的曾接受过两次或两次以上的化疗上皮性卵巢、输卵管或原发性腹膜癌的成人患者。	NCCN Guidelines Ovarian Cancer/Fallopian Tube Cancer/Primary Peritoneal Cancer	Version 1.2022
BRCA2	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	FDA	A级	治疗	敏感	贝伐珠单抗+奥拉帕利	FDA批准奥拉帕利联合贝伐单抗用于同源重组缺陷(HRD)阳性（阳性状态定义为:有害或疑似有害BRCA突变和/或基因组不稳定），对一线铂基化疗有完全或部分反应的成年晚期卵巢上皮性、输卵管或原发性腹膜癌患者的维持治疗。		
BRCA2	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于:1)对一线铂基化疗完全或部分缓解的具有有害或疑似有害胚系或体细胞BRCA突变的晚期卵巢、输卵管或原发性腹膜癌成人患者的维持治疗；2)用于治疗携带有害或疑似有害BRCA胚系突变(gBRCAm)曾接受过三种或三种以上的化疗的晚期卵巢癌的成人患者;3)对铂类化疗有完全或部分反应的复发上皮性卵巢癌成人患者的维持治疗;4)与贝伐珠单抗(bevacizumab)联合用于对一线铂类化疗有完全或部分反应的晚期上皮性卵巢癌成人患者的维持治疗，且这些患者同源重组缺陷(HRD)状态为阳性。HRD 阳性具体定义为：(1) 携带有害或疑似有害的 BRCA 基因突变，和/或；(2)基因组不稳定		
BRCA2	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	FDA	A级	治疗	敏感	尼拉帕利	FDA批准尼拉帕利用于:1)对一线铂基化疗完全或部分缓解的具有有害或疑似有害胚系或体细胞BRCA突变的晚期卵巢、输卵管或原发性腹膜癌成人患者的维持治疗；2）用于成人复发性上皮性卵巢癌、输卵管或原发性腹膜癌对铂基化疗有完全或部分应答的维持治疗；3）治疗晚期卵巢癌成人患者，这些患者先前接受过三种或三种以上化疗方案且同源重组缺陷(HRD)阳性。HRD 阳性定义为：1.携带有害或疑似有害的 BRCA 突变，或 2. 存在基因组不稳定情况且对最后一次铂类化疗有反应后疾病进展超过六个月。		
BRCA2	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	FDA	A级	治疗	敏感	rucaparib	FDA批准rucaparib用于：1）对铂基化疗有完全或部分反应的复发性上皮性卵巢、输卵管或原发性腹膜癌的成人患者的维持治疗；2）用于治疗具有有害BRCA突变(胚系和/或体细胞)的上皮性卵巢、输卵管或原发性腹膜癌的成人患者，这些患者曾接受过两次或两次以上的化疗。		
BRCA2	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NMPA	A级	治疗	敏感	氟唑帕利	NMPA批准氟唑帕利：1.用于治疗既往经过二线及以上化疗的伴有胚系BRCA突变(gBRCAm)的铂敏感复发性卵巢癌、输卵管癌或原发性腹膜癌；2.用于铂敏感复发性上皮性卵巢癌、输卵管癌或原发性腹膜癌成人患者在含铂化疗达到完全缓解或部分缓解后的维持治疗。		
BRCA2	BRCA Mutation	卵巢癌包括输卵管癌和原发性腹膜癌		I	NMPA	A级	治疗	敏感	帕米帕利	NMPA批准帕米帕利用于既往经过二线及以上化疗的伴有胚系BRCA(gBRCA)突变的复发性晚期卵巢癌、输卵管癌或原发性腹膜癌患者的治疗。		
FGFR2	FGFR2 Mutation	膀胱癌	尿路上皮癌	I	NCCN	A级	治疗	敏感	erdafitinib	NCCN膀胱癌指南提示，erdafitinib可用于含铂治疗方案进展后伴有FGFR2/3改变的晚期或转移性尿路上皮癌患者的治疗。	NCCN Guidelines Bladder Cancer	Version 1.2022
FGFR2	FGFR2 fusion	膀胱癌	尿路上皮癌	I	NCCN	A级	治疗	敏感	erdafitinib	NCCN膀胱癌指南提示，erdafitinib可用于含铂治疗方案进展后伴有FGFR2/3改变的晚期或转移性尿路上皮癌患者的治疗。	NCCN Guidelines Bladder Cancer	Version 1.2022
FGFR2	FGFR2 Mutation	膀胱癌	尿路上皮癌	I	FDA	A级	治疗	敏感	erdafitinib	erdafitinib是一种激酶抑制剂，FDA批准erdafitinib用于治疗局部晚期或转移性尿路上皮癌(mUC)的成年患者，这些患者具有FGFR3或FGFR2易感基因改变，并在至少一种含铂化疗期间或之后进展，包括在12个月的新辅助治疗或治疗期间辅助platinum-containing化疗。		
FGFR2	FGFR2 fusion	膀胱癌	尿路上皮癌	I	FDA	A级	治疗	敏感	erdafitinib	erdafitinib是一种激酶抑制剂，FDA批准erdafitinib用于治疗局部晚期或转移性尿路上皮癌(mUC)的成年患者，这些患者具有FGFR3或FGFR2易感基因改变，并在至少一种含铂化疗期间或之后进展，包括在12个月的新辅助治疗或治疗期间辅助platinum-containing化疗。		
FGFR3	FGFR3 Mutation	膀胱癌	尿路上皮癌	I	NCCN	A级	治疗	敏感	erdafitinib	NCCN膀胱癌指南提示，erdafitinib可用于含铂治疗方案进展后伴有FGFR2/3改变的晚期或转移性尿路上皮癌患者的治疗。	NCCN Guidelines Bladder Cancer	Version 1.2022
FGFR3	FGFR3 fusion	膀胱癌	尿路上皮癌	I	NCCN	A级	治疗	敏感	erdafitinib	NCCN膀胱癌指南提示，erdafitinib可用于含铂治疗方案进展后伴有FGFR2/3改变的晚期或转移性尿路上皮癌患者的治疗。	NCCN Guidelines Bladder Cancer	Version 1.2022
FGFR3	FGFR3 Mutation	膀胱癌	尿路上皮癌	I	FDA	A级	治疗	敏感	erdafitinib	erdafitinib是一种激酶抑制剂，FDA批准erdafitinib用于治疗局部晚期或转移性尿路上皮癌(mUC)的成年患者，这些患者具有FGFR3或FGFR2易感基因改变，并在至少一种含铂化疗期间或之后进展，包括在12个月的新辅助治疗或治疗期间辅助platinum-containing化疗。		
FGFR3	FGFR3 fusion	膀胱癌	尿路上皮癌	I	FDA	A级	治疗	敏感	erdafitinib	erdafitinib是一种激酶抑制剂，FDA批准erdafitinib用于治疗局部晚期或转移性尿路上皮癌(mUC)的成年患者，这些患者具有FGFR3或FGFR2易感基因改变，并在至少一种含铂化疗期间或之后进展，包括在12个月的新辅助治疗或治疗期间辅助platinum-containing化疗。		
ERBB2	HER2 positive	膀胱癌	尿路上皮癌	I	NMPA	A级	治疗	敏感	维迪西妥单抗	NMPA批准维迪西妥单抗用于既往接受过系统化疗且HER2表达为免疫组化检查结果为2+或3+的局部晚期或转移性尿路上皮癌的患者。		
FGFR2	FGFR2 Fusion	胆道癌	胆管癌	I	NCCN	A级	治疗	敏感	infigratinib	NCCN肝胆肿瘤指南提示，infigratinib可用于FGFR2融合或重排的胆管癌患者的后续治疗。	NCCN Guidelines Hepatobiliary Cancers	Version 1.2022
FGFR2	FGFR2 Fusion	胆道癌	胆管癌	I	FDA	A级	治疗	敏感	infigratinib	infigratinib是一种激酶抑制剂，FDA批准infigratinib用于携带FGFR2融合或重排的既往接受过治疗的不能切除的局部晚期或转移性成人胆管癌的治疗。		
FGFR2	FGFR2 Fusion	胆道癌	胆管癌	I	CSCO	A级	治疗	敏感	infigratinib	CSCO胆道恶性肿瘤诊疗指南提示，pemigatinib可用于携带FGFR2融合或重排的胆道恶行肿瘤的二线治疗(III级推荐)。	CSCO胆道恶性肿瘤诊疗指南	2021
FGFR2	FGFR2 Fusion	胆道癌	胆管癌	I	NCCN	A级	治疗	敏感	佩米替尼	NCCN肝胆肿瘤指南提示，pemigatinib可用于FGFR2融合或重排的胆管癌患者的后续治疗。	NCCN Guidelines Hepatobiliary Cancers	Version 1.2022
FGFR2	FGFR2 Fusion	胆道癌	胆管癌	I	CSCO	A级	治疗	敏感	佩米替尼	CSCO胆道恶性肿瘤诊疗指南提示，pemigatinib可用于携带FGFR2融合或重排的的胆道恶行肿瘤的二线治疗(III级推荐)。	CSCO胆道恶性肿瘤诊疗指南	2021
FGFR2	FGFR2 Fusion	胆道癌	胆管癌	I	FDA	A级	治疗	敏感	佩米替尼	pemigatinib是一种激酶抑制剂，FDA批准pemigatinib用于携带FGFR2融合或重排的既往接受过治疗的不能切除的局部晚期或转移性胆管癌的治疗。		
FGFR2	FGFR2 Fusion	胆道癌	胆管癌	I	NMPA	A级	治疗	敏感	佩米替尼	NMPA批准佩米替尼用于既往至少接受过一种系统性治疗，且经检测确认存在有FGFR2融合或重排的晚期、转移性或不可手术切除的胆管癌成人患者。		2022.3
IDH1	IDH1 Mutation	胆道癌	胆管癌	I	NCCN	A级	治疗	敏感	ivosidenib	NCCN肝胆肿瘤指南提示，ivosidenib可用于IDH1突变的胆管癌患者进展后的后续治疗。	NCCN Guidelines Hepatobiliary Cancers	Version 1.2022
IDH1	IDH1 Mutation	胆道癌	胆管癌	I	FDA	A级	治疗	敏感	ivosidenib	ivosidenib是一种异柠檬酸脱氢酶-1 (IDH1)抑制剂，FDA批准ivosidenib用于治疗IDH1突变的曾接受过治疗的局部晚期或转移性胆管癌成人患者。		
